date,nav,scheme_code,scheme_name
2023-08-09,114.0015,119551,SBI Bluechip
2023-07-09,114.0437,119551,SBI Bluechip
2023-06-09,113.9571,119551,SBI Bluechip
2023-05-09,113.9984,119551,SBI Bluechip
2023-04-09,113.9843,119551,SBI Bluechip
2023-01-09,113.9205,119551,SBI Bluechip
2023-11-08,113.4328,119551,SBI Bluechip
2023-10-08,113.4695,119551,SBI Bluechip
2023-09-08,113.4446,119551,SBI Bluechip
2023-08-08,113.4097,119551,SBI Bluechip
2023-07-08,113.4145,119551,SBI Bluechip
2023-04-08,113.3024,119551,SBI Bluechip
2023-03-08,113.3366,119551,SBI Bluechip
2023-02-08,113.371,119551,SBI Bluechip
2023-01-08,113.3502,119551,SBI Bluechip
2023-12-07,112.8785,119551,SBI Bluechip
2023-11-07,112.879,119551,SBI Bluechip
2023-10-07,112.7947,119551,SBI Bluechip
2023-07-07,112.7417,119551,SBI Bluechip
2023-06-07,112.7607,119551,SBI Bluechip
2023-05-07,112.7734,119551,SBI Bluechip
2023-04-07,112.7332,119551,SBI Bluechip
2023-03-07,112.6779,119551,SBI Bluechip
2023-12-06,112.4181,119551,SBI Bluechip
2023-09-06,112.3662,119551,SBI Bluechip
2023-08-06,112.3995,119551,SBI Bluechip
2023-07-06,112.4241,119551,SBI Bluechip
2023-06-06,112.3976,119551,SBI Bluechip
2023-05-06,112.35,119551,SBI Bluechip
2023-02-06,112.3136,119551,SBI Bluechip
2023-01-06,112.3041,119551,SBI Bluechip
2023-12-05,111.7357,119551,SBI Bluechip
2023-11-05,111.6912,119551,SBI Bluechip
2023-10-05,111.6632,119551,SBI Bluechip
2023-09-05,111.6494,119551,SBI Bluechip
2023-08-05,111.6462,119551,SBI Bluechip
2023-04-05,111.556,119551,SBI Bluechip
2023-03-05,111.534,119551,SBI Bluechip
2023-02-05,111.4551,119551,SBI Bluechip
2023-12-04,110.9134,119551,SBI Bluechip
2023-11-04,110.847,119551,SBI Bluechip
2023-10-04,110.8339,119551,SBI Bluechip
2023-06-04,110.7692,119551,SBI Bluechip
2023-05-04,110.5493,119551,SBI Bluechip
2023-03-04,110.4369,119551,SBI Bluechip
2023-10-03,109.5769,119551,SBI Bluechip
2023-09-03,109.541,119551,SBI Bluechip
2023-08-03,109.5103,119551,SBI Bluechip
2023-06-03,109.5313,119551,SBI Bluechip
2023-03-03,109.4874,119551,SBI Bluechip
2023-02-03,109.447,119551,SBI Bluechip
2023-01-03,109.43,119551,SBI Bluechip
2023-10-02,109.2412,119551,SBI Bluechip
2023-09-02,109.2446,119551,SBI Bluechip
2023-08-02,109.2472,119551,SBI Bluechip
2023-07-02,109.2826,119551,SBI Bluechip
2023-06-02,109.2662,119551,SBI Bluechip
2023-03-02,109.2425,119551,SBI Bluechip
2023-02-02,109.2186,119551,SBI Bluechip
2023-01-02,109.1849,119551,SBI Bluechip
2023-12-01,108.8154,119551,SBI Bluechip
2023-11-01,108.7682,119551,SBI Bluechip
2023-10-01,108.7409,119551,SBI Bluechip
2023-09-01,108.7189,119551,SBI Bluechip
2023-06-01,108.6235,119551,SBI Bluechip
2023-05-01,108.6405,119551,SBI Bluechip
2023-04-01,108.6262,119551,SBI Bluechip
2023-03-01,108.627,119551,SBI Bluechip
2023-02-01,108.5922,119551,SBI Bluechip
2022-12-12,108.2614,119551,SBI Bluechip
2022-09-12,108.1868,119551,SBI Bluechip
2022-08-12,108.1783,119551,SBI Bluechip
2022-07-12,108.1551,119551,SBI Bluechip
2022-06-12,108.1762,119551,SBI Bluechip
2022-05-12,108.1499,119551,SBI Bluechip
2022-02-12,108.0988,119551,SBI Bluechip
2022-01-12,108.0832,119551,SBI Bluechip
2022-11-11,107.6105,119551,SBI Bluechip
2022-10-11,107.5243,119551,SBI Bluechip
2022-09-11,107.4581,119551,SBI Bluechip
2022-07-11,107.3633,119551,SBI Bluechip
2022-04-11,107.307,119551,SBI Bluechip
2022-03-11,107.2944,119551,SBI Bluechip
2022-02-11,107.303,119551,SBI Bluechip
2022-01-11,107.2818,119551,SBI Bluechip
2022-12-10,106.808,119551,SBI Bluechip
2022-11-10,106.782,119551,SBI Bluechip
2022-10-10,106.8233,119551,SBI Bluechip
2022-07-10,106.8408,119551,SBI Bluechip
2022-06-10,106.8875,119551,SBI Bluechip
2022-04-10,106.8856,119551,SBI Bluechip
2022-03-10,106.8261,119551,SBI Bluechip
2022-12-09,106.954,119551,SBI Bluechip
2022-09-09,106.9116,119551,SBI Bluechip
2022-08-09,106.9005,119551,SBI Bluechip
2022-07-09,106.8681,119551,SBI Bluechip
2022-06-09,106.8291,119551,SBI Bluechip
2022-05-09,106.8191,119551,SBI Bluechip
2022-02-09,106.7705,119551,SBI Bluechip
2022-01-09,106.7475,119551,SBI Bluechip
2022-12-08,106.3294,119551,SBI Bluechip
2022-11-08,106.3209,119551,SBI Bluechip
2022-10-08,106.2542,119551,SBI Bluechip
2022-08-08,106.1541,119551,SBI Bluechip
2022-05-08,106.1086,119551,SBI Bluechip
2022-04-08,106.2254,119551,SBI Bluechip
2022-03-08,106.15,119551,SBI Bluechip
2022-02-08,106.1993,119551,SBI Bluechip
2022-01-08,106.1219,119551,SBI Bluechip
2022-12-07,105.7093,119551,SBI Bluechip
2022-11-07,105.672,119551,SBI Bluechip
2022-08-07,105.6723,119551,SBI Bluechip
2022-07-07,105.7041,119551,SBI Bluechip
2022-06-07,105.7065,119551,SBI Bluechip
2022-05-07,105.5371,119551,SBI Bluechip
2022-04-07,105.4884,119551,SBI Bluechip
2022-01-07,105.3963,119551,SBI Bluechip
2022-10-06,112.6848,119551,SBI Bluechip
2022-09-06,112.6487,119551,SBI Bluechip
2022-08-06,112.5902,119551,SBI Bluechip
2022-07-06,112.4553,119551,SBI Bluechip
2022-06-06,112.53,119551,SBI Bluechip
2022-03-06,112.5469,119551,SBI Bluechip
2022-02-06,112.579,119551,SBI Bluechip
2022-01-06,112.5519,119551,SBI Bluechip
2022-12-05,112.433,119551,SBI Bluechip
2022-11-05,112.3991,119551,SBI Bluechip
2022-10-05,112.3479,119551,SBI Bluechip
2022-09-05,112.2672,119551,SBI Bluechip
2022-06-05,112.244,119551,SBI Bluechip
2022-05-05,112.3588,119551,SBI Bluechip
2022-04-05,112.4331,119551,SBI Bluechip
2022-02-05,113.1319,119551,SBI Bluechip
2022-12-04,112.8405,119551,SBI Bluechip
2022-11-04,112.8479,119551,SBI Bluechip
2022-08-04,112.9062,119551,SBI Bluechip
2022-07-04,113.1825,119551,SBI Bluechip
2022-06-04,113.1607,119551,SBI Bluechip
2022-05-04,113.1661,119551,SBI Bluechip
2022-04-04,113.1171,119551,SBI Bluechip
2022-11-03,121.6652,119551,SBI Bluechip
2022-10-03,121.6699,119551,SBI Bluechip
2022-09-03,121.6144,119551,SBI Bluechip
2022-08-03,121.5935,119551,SBI Bluechip
2022-07-03,121.6023,119551,SBI Bluechip
2022-04-03,121.6603,119551,SBI Bluechip
2022-03-03,121.6296,119551,SBI Bluechip
2022-02-03,121.665,119551,SBI Bluechip
2022-11-02,121.5265,119551,SBI Bluechip
2022-10-02,121.4458,119551,SBI Bluechip
2022-09-02,121.2257,119551,SBI Bluechip
2022-08-02,121.1629,119551,SBI Bluechip
2022-04-02,121.0091,119551,SBI Bluechip
2022-03-02,121.0079,119551,SBI Bluechip
2022-02-02,120.9797,119551,SBI Bluechip
2022-01-02,121.041,119551,SBI Bluechip
2022-12-01,121.0236,119551,SBI Bluechip
2022-11-01,120.9723,119551,SBI Bluechip
2022-10-01,120.9198,119551,SBI Bluechip
2022-07-01,120.9547,119551,SBI Bluechip
2022-06-01,120.9577,119551,SBI Bluechip
2022-05-01,120.9314,119551,SBI Bluechip
2022-04-01,120.9326,119551,SBI Bluechip
2022-03-01,120.9791,119551,SBI Bluechip
2021-10-12,132.1656,119551,SBI Bluechip
2021-09-12,132.162,119551,SBI Bluechip
2021-08-12,132.1611,119551,SBI Bluechip
2021-07-12,132.0998,119551,SBI Bluechip
2021-06-12,132.0903,119551,SBI Bluechip
2021-03-12,132.0162,119551,SBI Bluechip
2021-02-12,132.0146,119551,SBI Bluechip
2021-01-12,131.9697,119551,SBI Bluechip
2021-12-11,131.6894,119551,SBI Bluechip
2021-11-11,131.6866,119551,SBI Bluechip
2021-10-11,131.659,119551,SBI Bluechip
2021-09-11,131.6599,119551,SBI Bluechip
2021-08-11,131.6163,119551,SBI Bluechip
2021-03-11,131.4386,119551,SBI Bluechip
2021-02-11,131.3907,119551,SBI Bluechip
2021-01-11,131.3951,119551,SBI Bluechip
2021-12-10,131.2981,119551,SBI Bluechip
2021-11-10,131.2562,119551,SBI Bluechip
2021-08-10,131.2335,119551,SBI Bluechip
2021-07-10,131.2265,119551,SBI Bluechip
2021-06-10,131.2459,119551,SBI Bluechip
2021-05-10,131.2616,119551,SBI Bluechip
2021-04-10,131.3094,119551,SBI Bluechip
2021-01-10,131.2393,119551,SBI Bluechip
2021-09-09,144.0574,119551,SBI Bluechip
2021-08-09,144.0275,119551,SBI Bluechip
2021-07-09,144.0042,119551,SBI Bluechip
2021-06-09,144.0148,119551,SBI Bluechip
2021-03-09,143.9699,119551,SBI Bluechip
2021-02-09,143.9444,119551,SBI Bluechip
2021-01-09,143.8746,119551,SBI Bluechip
2021-12-08,143.136,119551,SBI Bluechip
2021-11-08,143.0625,119551,SBI Bluechip
2021-10-08,143.0486,119551,SBI Bluechip
2021-09-08,142.9661,119551,SBI Bluechip
2021-06-08,142.91,119551,SBI Bluechip
2021-05-08,143.021,119551,SBI Bluechip
2021-04-08,142.9647,119551,SBI Bluechip
2021-03-08,142.9404,119551,SBI Bluechip
2021-02-08,142.9005,119551,SBI Bluechip
2021-12-07,142.1602,119551,SBI Bluechip
2021-09-07,142.2029,119551,SBI Bluechip
2021-08-07,142.1696,119551,SBI Bluechip
2021-07-07,142.0218,119551,SBI Bluechip
2021-06-07,141.942,119551,SBI Bluechip
2021-05-07,142.0229,119551,SBI Bluechip
2021-02-07,141.9245,119551,SBI Bluechip
2021-01-07,141.9515,119551,SBI Bluechip
2021-11-06,155.3755,119551,SBI Bluechip
2021-10-06,155.3161,119551,SBI Bluechip
2021-09-06,155.2699,119551,SBI Bluechip
2021-08-06,155.1383,119551,SBI Bluechip
2021-07-06,155.1117,119551,SBI Bluechip
2021-04-06,154.9869,119551,SBI Bluechip
2021-03-06,154.9384,119551,SBI Bluechip
2021-02-06,154.8632,119551,SBI Bluechip
2021-01-06,154.8506,119551,SBI Bluechip
2021-12-05,154.3311,119551,SBI Bluechip
2021-11-05,154.341,119551,SBI Bluechip
2021-10-05,154.2372,119551,SBI Bluechip
2021-07-05,154.1903,119551,SBI Bluechip
2021-06-05,154.1495,119551,SBI Bluechip
2021-05-05,154.1232,119551,SBI Bluechip
2021-04-05,154.0742,119551,SBI Bluechip
2021-03-05,154.0501,119551,SBI Bluechip
2021-12-04,153.3259,119551,SBI Bluechip
2021-09-04,153.2609,119551,SBI Bluechip
2021-08-04,153.1697,119551,SBI Bluechip
2021-07-04,153.1454,119551,SBI Bluechip
2021-06-04,153.2101,119551,SBI Bluechip
2021-05-04,153.0069,119551,SBI Bluechip
2021-12-03,151.6323,119551,SBI Bluechip
2021-10-03,151.712,119551,SBI Bluechip
2021-09-03,151.7148,119551,SBI Bluechip
2021-08-03,151.7216,119551,SBI Bluechip
2021-05-03,151.6682,119551,SBI Bluechip
2021-04-03,151.6971,119551,SBI Bluechip
2021-03-03,151.6682,119551,SBI Bluechip
2021-02-03,151.6292,119551,SBI Bluechip
2021-01-03,151.5474,119551,SBI Bluechip
2021-12-02,159.745,119551,SBI Bluechip
2021-11-02,159.676,119551,SBI Bluechip
2021-10-02,159.5324,119551,SBI Bluechip
2021-09-02,159.5233,119551,SBI Bluechip
2021-08-02,159.6672,119551,SBI Bluechip
2021-05-02,159.5631,119551,SBI Bluechip
2021-04-02,159.7473,119551,SBI Bluechip
2021-03-02,159.7469,119551,SBI Bluechip
2021-02-02,159.6745,119551,SBI Bluechip
2021-01-02,160.0612,119551,SBI Bluechip
2021-12-01,160.9495,119551,SBI Bluechip
2021-11-01,161.1259,119551,SBI Bluechip
2021-08-01,161.3775,119551,SBI Bluechip
2021-07-01,161.2821,119551,SBI Bluechip
2021-06-01,161.2295,119551,SBI Bluechip
2021-05-01,161.2313,119551,SBI Bluechip
2021-04-01,161.0439,119551,SBI Bluechip
2021-01-01,160.8997,119551,SBI Bluechip
2020-11-12,160.2922,119551,SBI Bluechip
2020-10-12,160.344,119551,SBI Bluechip
2020-09-12,160.3147,119551,SBI Bluechip
2020-08-12,160.3514,119551,SBI Bluechip
2020-07-12,160.3502,119551,SBI Bluechip
2020-04-12,160.3103,119551,SBI Bluechip
2020-03-12,160.1281,119551,SBI Bluechip
2020-02-12,160.1204,119551,SBI Bluechip
2020-01-12,160.2519,119551,SBI Bluechip
2020-12-11,159.3624,119551,SBI Bluechip
2020-11-11,159.2531,119551,SBI Bluechip
2020-10-11,159.229,119551,SBI Bluechip
2020-09-11,159.2568,119551,SBI Bluechip
2020-06-11,159.2468,119551,SBI Bluechip
2020-05-11,159.1355,119551,SBI Bluechip
2020-04-11,158.9374,119551,SBI Bluechip
2020-03-11,158.9366,119551,SBI Bluechip
2020-02-11,158.9295,119551,SBI Bluechip
2020-12-10,157.882,119551,SBI Bluechip
2020-09-10,157.7498,119551,SBI Bluechip
2020-08-10,157.086,119551,SBI Bluechip
2020-07-10,156.9459,119551,SBI Bluechip
2020-06-10,156.8394,119551,SBI Bluechip
2020-05-10,156.763,119551,SBI Bluechip
2020-01-10,156.6388,119551,SBI Bluechip
2020-11-09,156.1152,119551,SBI Bluechip
2020-10-09,156.1513,119551,SBI Bluechip
2020-09-09,156.2123,119551,SBI Bluechip
2020-08-09,156.1916,119551,SBI Bluechip
2020-07-09,156.5535,119551,SBI Bluechip
2020-04-09,156.774,119551,SBI Bluechip
2020-03-09,156.7417,119551,SBI Bluechip
2020-02-09,156.5163,119551,SBI Bluechip
2020-01-09,156.4621,119551,SBI Bluechip
2020-12-08,156.1023,119551,SBI Bluechip
2020-11-08,156.1703,119551,SBI Bluechip
2020-10-08,156.1579,119551,SBI Bluechip
2020-07-08,156.1963,119551,SBI Bluechip
2020-06-08,156.273,119551,SBI Bluechip
2020-05-08,156.4515,119551,SBI Bluechip
2020-04-08,156.4151,119551,SBI Bluechip
2020-03-08,156.3569,119551,SBI Bluechip
2020-10-07,155.929,119551,SBI Bluechip
2020-09-07,155.6112,119551,SBI Bluechip
2020-08-07,155.4959,119551,SBI Bluechip
2020-07-07,155.2208,119551,SBI Bluechip
2020-06-07,154.9799,119551,SBI Bluechip
2020-03-07,154.7628,119551,SBI Bluechip
2020-02-07,154.6381,119551,SBI Bluechip
2020-01-07,154.4707,119551,SBI Bluechip
2020-12-06,152.1202,119551,SBI Bluechip
2020-11-06,152.0797,119551,SBI Bluechip
2020-10-06,151.9285,119551,SBI Bluechip
2020-09-06,151.8323,119551,SBI Bluechip
2020-08-06,151.7545,119551,SBI Bluechip
2020-05-06,151.7947,119551,SBI Bluechip
2020-04-06,151.7144,119551,SBI Bluechip
2020-03-06,151.7291,119551,SBI Bluechip
2020-02-06,151.5887,119551,SBI Bluechip
2020-01-06,151.7027,119551,SBI Bluechip
2020-12-05,149.9687,119551,SBI Bluechip
2020-11-05,149.6699,119551,SBI Bluechip
2020-08-05,150.1326,119551,SBI Bluechip
2020-06-05,149.8549,119551,SBI Bluechip
2020-05-05,149.4229,119551,SBI Bluechip
2020-04-05,149.0855,119551,SBI Bluechip
2020-09-04,146.4196,119551,SBI Bluechip
2020-08-04,146.4112,119551,SBI Bluechip
2020-07-04,147.1769,119551,SBI Bluechip
2020-03-04,147.8815,119551,SBI Bluechip
2020-12-03,147.1302,119551,SBI Bluechip
2020-11-03,147.9299,119551,SBI Bluechip
2020-09-03,148.1911,119551,SBI Bluechip
2020-06-03,148.22,119551,SBI Bluechip
2020-05-03,148.039,119551,SBI Bluechip
2020-04-03,148.0648,119551,SBI Bluechip
2020-03-03,147.6457,119551,SBI Bluechip
2020-02-03,147.6198,119551,SBI Bluechip
2020-12-02,156.5516,119551,SBI Bluechip
2020-11-02,156.5581,119551,SBI Bluechip
2020-10-02,156.5138,119551,SBI Bluechip
2020-07-02,156.3627,119551,SBI Bluechip
2020-06-02,155.9182,119551,SBI Bluechip
2020-05-02,155.3768,119551,SBI Bluechip
2020-04-02,155.3587,119551,SBI Bluechip
2020-03-02,155.2432,119551,SBI Bluechip
2020-10-01,154.1672,119551,SBI Bluechip
2020-09-01,154.2202,119551,SBI Bluechip
2020-08-01,154.127,119551,SBI Bluechip
2020-07-01,154.0751,119551,SBI Bluechip
2020-06-01,154.0036,119551,SBI Bluechip
2020-03-01,154.0323,119551,SBI Bluechip
2020-02-01,153.8742,119551,SBI Bluechip
2020-01-01,153.8193,119551,SBI Bluechip
2019-12-12,152.9682,119551,SBI Bluechip
2019-11-12,152.9832,119551,SBI Bluechip
2019-10-12,153.0738,119551,SBI Bluechip
2019-09-12,153.1183,119551,SBI Bluechip
2019-06-12,153.1405,119551,SBI Bluechip
2019-05-12,153.2483,119551,SBI Bluechip
2019-04-12,153.7405,119551,SBI Bluechip
2019-03-12,153.6259,119551,SBI Bluechip
2019-02-12,153.6046,119551,SBI Bluechip
2019-11-11,152.4214,119551,SBI Bluechip
2019-08-11,152.3985,119551,SBI Bluechip
2019-07-11,152.4911,119551,SBI Bluechip
2019-06-11,152.4607,119551,SBI Bluechip
2019-05-11,152.4692,119551,SBI Bluechip
2019-04-11,152.4901,119551,SBI Bluechip
2019-01-11,152.4285,119551,SBI Bluechip
2019-11-10,150.938,119551,SBI Bluechip
2019-10-10,150.8965,119551,SBI Bluechip
2019-09-10,150.861,119551,SBI Bluechip
2019-07-10,150.8064,119551,SBI Bluechip
2019-04-10,150.7287,119551,SBI Bluechip
2019-03-10,150.7936,119551,SBI Bluechip
2019-01-10,150.5812,119551,SBI Bluechip
2019-12-09,150.3828,119551,SBI Bluechip
2019-11-09,150.4797,119551,SBI Bluechip
2019-09-09,150.5778,119551,SBI Bluechip
2019-06-09,150.3414,119551,SBI Bluechip
2019-05-09,150.4076,119551,SBI Bluechip
2019-04-09,150.4906,119551,SBI Bluechip
2019-03-09,150.4088,119551,SBI Bluechip
2019-09-08,149.4248,119551,SBI Bluechip
2019-08-08,149.6843,119551,SBI Bluechip
2019-07-08,149.5577,119551,SBI Bluechip
2019-06-08,149.4147,119551,SBI Bluechip
2019-05-08,149.2155,119551,SBI Bluechip
2019-02-08,149.3724,119551,SBI Bluechip
2019-01-08,149.0367,119551,SBI Bluechip
2019-12-07,148.2944,119551,SBI Bluechip
2019-11-07,148.2166,119551,SBI Bluechip
2019-10-07,148.0034,119551,SBI Bluechip
2019-09-07,147.8228,119551,SBI Bluechip
2019-08-07,147.8277,119551,SBI Bluechip
2019-05-07,147.2972,119551,SBI Bluechip
2019-04-07,146.9134,119551,SBI Bluechip
2019-03-07,146.678,119551,SBI Bluechip
2019-02-07,146.4817,119551,SBI Bluechip
2019-01-07,146.3903,119551,SBI Bluechip
2019-12-06,145.775,119551,SBI Bluechip
2019-11-06,145.6404,119551,SBI Bluechip
2019-10-06,145.5955,119551,SBI Bluechip
2019-07-06,145.8035,119551,SBI Bluechip
2019-06-06,146.0295,119551,SBI Bluechip
2019-04-06,145.6843,119551,SBI Bluechip
2019-03-06,145.7548,119551,SBI Bluechip
2019-10-05,143.2079,119551,SBI Bluechip
2019-09-05,143.18,119551,SBI Bluechip
2019-08-05,143.1504,119551,SBI Bluechip
2019-07-05,143.0787,119551,SBI Bluechip
2019-06-05,143.0201,119551,SBI Bluechip
2019-03-05,142.9162,119551,SBI Bluechip
2019-02-05,142.9669,119551,SBI Bluechip
2019-12-04,142.8054,119551,SBI Bluechip
2019-11-04,142.8471,119551,SBI Bluechip
2019-10-04,142.9046,119551,SBI Bluechip
2019-09-04,142.8298,119551,SBI Bluechip
2019-08-04,142.8229,119551,SBI Bluechip
2019-05-04,142.9577,119551,SBI Bluechip
2019-04-04,143.0993,119551,SBI Bluechip
2019-03-04,143.216,119551,SBI Bluechip
2019-02-04,143.2454,119551,SBI Bluechip
2019-12-03,152.2662,119551,SBI Bluechip
2019-11-03,152.1524,119551,SBI Bluechip
2019-08-03,151.9735,119551,SBI Bluechip
2019-07-03,151.8551,119551,SBI Bluechip
2019-06-03,151.7285,119551,SBI Bluechip
2019-05-03,151.6357,119551,SBI Bluechip
2019-01-03,151.443,119551,SBI Bluechip
2019-12-02,151.05,119551,SBI Bluechip
2019-11-02,151.0908,119551,SBI Bluechip
2019-08-02,151.009,119551,SBI Bluechip
2019-07-02,150.9077,119551,SBI Bluechip
2019-06-02,150.6666,119551,SBI Bluechip
2019-05-02,150.5966,119551,SBI Bluechip
2019-04-02,150.5633,119551,SBI Bluechip
2019-01-02,150.5492,119551,SBI Bluechip
2019-11-01,150.2791,119551,SBI Bluechip
2019-10-01,150.1803,119551,SBI Bluechip
2019-09-01,150.1373,119551,SBI Bluechip
2019-08-01,150.0955,119551,SBI Bluechip
2019-07-01,149.9279,119551,SBI Bluechip
2019-04-01,149.8954,119551,SBI Bluechip
2019-03-01,149.8859,119551,SBI Bluechip
2019-02-01,149.9431,119551,SBI Bluechip
2019-01-01,149.8452,119551,SBI Bluechip
2018-12-12,149.0278,119551,SBI Bluechip
2018-11-12,148.8009,119551,SBI Bluechip
2018-10-12,148.7642,119551,SBI Bluechip
2018-07-12,149.0015,119551,SBI Bluechip
2018-06-12,149.0535,119551,SBI Bluechip
2018-05-12,148.846,119551,SBI Bluechip
2018-04-12,148.5429,119551,SBI Bluechip
2018-03-12,148.4128,119551,SBI Bluechip
2018-12-11,147.2561,119551,SBI Bluechip
2018-09-11,147.2208,119551,SBI Bluechip
2018-06-11,147.0712,119551,SBI Bluechip
2018-05-11,147.0216,119551,SBI Bluechip
2018-02-11,146.9597,119551,SBI Bluechip
2018-01-11,146.8128,119551,SBI Bluechip
2018-12-10,146.0817,119551,SBI Bluechip
2018-11-10,146.0455,119551,SBI Bluechip
2018-10-10,145.9908,119551,SBI Bluechip
2018-09-10,145.9393,119551,SBI Bluechip
2018-08-10,146.0791,119551,SBI Bluechip
2018-05-10,145.947,119551,SBI Bluechip
2018-04-10,145.5923,119551,SBI Bluechip
2018-03-10,145.7273,119551,SBI Bluechip
2018-01-10,145.82,119551,SBI Bluechip
2018-12-09,144.9921,119551,SBI Bluechip
2018-11-09,144.9724,119551,SBI Bluechip
2018-10-09,145.0029,119551,SBI Bluechip
2018-07-09,145.1503,119551,SBI Bluechip
2018-06-09,145.0798,119551,SBI Bluechip
2018-05-09,145.064,119551,SBI Bluechip
2018-04-09,145.091,119551,SBI Bluechip
2018-03-09,145.1981,119551,SBI Bluechip
2018-10-08,144.8834,119551,SBI Bluechip
2018-09-08,144.8547,119551,SBI Bluechip
2018-08-08,144.7751,119551,SBI Bluechip
2018-07-08,144.736,119551,SBI Bluechip
2018-06-08,144.7287,119551,SBI Bluechip
2018-03-08,144.6829,119551,SBI Bluechip
2018-02-08,144.717,119551,SBI Bluechip
2018-01-08,144.6898,119551,SBI Bluechip
2018-12-07,143.9137,119551,SBI Bluechip
2018-11-07,143.7636,119551,SBI Bluechip
2018-10-07,143.7153,119551,SBI Bluechip
2018-09-07,143.6666,119551,SBI Bluechip
2018-06-07,143.5656,119551,SBI Bluechip
2018-05-07,143.5272,119551,SBI Bluechip
2018-04-07,143.5283,119551,SBI Bluechip
2018-03-07,143.418,119551,SBI Bluechip
2018-02-07,143.3715,119551,SBI Bluechip
2018-12-06,142.4837,119551,SBI Bluechip
2018-11-06,142.4551,119551,SBI Bluechip
2018-08-06,142.4035,119551,SBI Bluechip
2018-07-06,142.2812,119551,SBI Bluechip
2018-06-06,142.3972,119551,SBI Bluechip
2018-05-06,142.4665,119551,SBI Bluechip
2018-04-06,142.3998,119551,SBI Bluechip
2018-01-06,142.3674,119551,SBI Bluechip
2018-11-05,142.2857,119551,SBI Bluechip
2018-10-05,142.3077,119551,SBI Bluechip
2018-09-05,142.3563,119551,SBI Bluechip
2018-08-05,142.5187,119551,SBI Bluechip
2018-07-05,142.4808,119551,SBI Bluechip
2018-04-05,142.3165,119551,SBI Bluechip
2018-03-05,142.3179,119551,SBI Bluechip
2018-02-05,142.3015,119551,SBI Bluechip
2018-12-04,142.8123,119551,SBI Bluechip
2018-11-04,142.7892,119551,SBI Bluechip
2018-10-04,142.9838,119551,SBI Bluechip
2018-09-04,143.1851,119551,SBI Bluechip
2018-06-04,143.1533,119551,SBI Bluechip
2018-05-04,143.1275,119551,SBI Bluechip
2018-04-04,142.7382,119551,SBI Bluechip
2018-03-04,142.7428,119551,SBI Bluechip
2018-12-03,141.271,119551,SBI Bluechip
2018-09-03,141.0964,119551,SBI Bluechip
2018-08-03,141.0882,119551,SBI Bluechip
2018-07-03,140.9803,119551,SBI Bluechip
2018-06-03,140.77,119551,SBI Bluechip
2018-05-03,140.7265,119551,SBI Bluechip
2018-01-03,140.6243,119551,SBI Bluechip
2018-12-02,149.9962,119551,SBI Bluechip
2018-09-02,149.9118,119551,SBI Bluechip
2018-08-02,149.8999,119551,SBI Bluechip
2018-07-02,149.7571,119551,SBI Bluechip
2018-06-02,149.6109,119551,SBI Bluechip
2018-05-02,149.5419,119551,SBI Bluechip
2018-02-02,149.4766,119551,SBI Bluechip
2018-01-02,149.4309,119551,SBI Bluechip
2018-12-01,149.4891,119551,SBI Bluechip
2018-11-01,149.4769,119551,SBI Bluechip
2018-10-01,149.4919,119551,SBI Bluechip
2018-09-01,149.6376,119551,SBI Bluechip
2018-08-01,149.663,119551,SBI Bluechip
2018-05-01,149.6129,119551,SBI Bluechip
2018-04-01,149.4562,119551,SBI Bluechip
2018-03-01,149.5011,119551,SBI Bluechip
2018-02-01,149.4785,119551,SBI Bluechip
2018-01-01,149.4635,119551,SBI Bluechip
2017-12-12,149.544,119551,SBI Bluechip
2017-11-12,149.5962,119551,SBI Bluechip
2017-08-12,149.6701,119551,SBI Bluechip
2017-07-12,149.6687,119551,SBI Bluechip
2017-06-12,149.6636,119551,SBI Bluechip
2017-05-12,149.6015,119551,SBI Bluechip
2017-04-12,149.5704,119551,SBI Bluechip
2017-10-11,149.3439,119551,SBI Bluechip
2017-09-11,149.335,119551,SBI Bluechip
2017-08-11,149.2964,119551,SBI Bluechip
2017-07-11,149.2845,119551,SBI Bluechip
2017-06-11,149.3344,119551,SBI Bluechip
2017-03-11,149.2935,119551,SBI Bluechip
2017-02-11,149.2423,119551,SBI Bluechip
2017-01-11,149.1872,119551,SBI Bluechip
2017-12-10,148.7248,119551,SBI Bluechip
2017-11-10,148.6958,119551,SBI Bluechip
2017-10-10,148.6506,119551,SBI Bluechip
2017-09-10,148.6113,119551,SBI Bluechip
2017-06-10,148.5744,119551,SBI Bluechip
2017-05-10,148.5783,119551,SBI Bluechip
2017-04-10,148.6351,119551,SBI Bluechip
2017-03-10,148.7205,119551,SBI Bluechip
2017-12-09,148.48,119551,SBI Bluechip
2017-11-09,148.5133,119551,SBI Bluechip
2017-08-09,148.4706,119551,SBI Bluechip
2017-07-09,148.4821,119551,SBI Bluechip
2017-06-09,148.4973,119551,SBI Bluechip
2017-05-09,148.4461,119551,SBI Bluechip
2017-04-09,148.4419,119551,SBI Bluechip
2017-01-09,148.359,119551,SBI Bluechip
2017-11-08,147.6561,119551,SBI Bluechip
2017-10-08,147.6744,119551,SBI Bluechip
2017-09-08,147.7244,119551,SBI Bluechip
2017-08-08,147.7057,119551,SBI Bluechip
2017-07-08,147.6821,119551,SBI Bluechip
2017-04-08,147.6495,119551,SBI Bluechip
2017-03-08,147.6212,119551,SBI Bluechip
